 Element ID, Tensor(Element Stresses (2D & 3D)),
1303,4.702E+00 1.097E+01 4.702E+00 -1.197E+00 1.984E+01 -5.461E-16 ,
1304,4.308E+00 1.231E+01 7.405E+00 -2.258E+00 1.660E+01 7.268E-01 ,
1305,1.033E+00 1.010E+01 4.966E+00 -2.990E-01 2.294E+01 1.941E-01 ,
1306,-3.360E+00 -7.841E+00 -3.360E+00 3.260E-01 2.053E+01 0.000E+00 ,
1307,9.723E-01 3.226E+01 8.707E+00 1.193E+00 1.926E+01 -1.116E+00 ,
1308,-3.286E+00 -5.541E+01 4.412E-01 1.807E-01 5.576E+00 5.814E-01 ,
1309,3.644E+01 8.502E+01 3.644E+01 -7.812E+00 2.464E+01 0.000E+00 ,
1310,8.191E+01 1.911E+02 8.191E+01 2.009E+01 4.591E+01 0.000E+00 ,
1311,7.127E-01 -1.788E+01 3.892E+00 3.619E-02 3.134E+01 3.050E-01 ,
1312,4.006E+01 8.548E+01 3.495E+01 2.429E+01 8.367E+00 -3.250E+00 ,
1313,1.525E+01 3.946E+01 1.642E+01 -4.853E+00 1.936E+01 -7.445E-01 ,
1314,3.959E+01 9.237E+01 3.959E+01 2.384E+01 1.381E+01 0.000E+00 ,
1315,1.169E+00 -8.727E+00 -2.903E-01 -9.603E-01 3.580E+00 -2.212E-01 ,
1316,-1.718E+00 -8.095E+00 -9.830E+00 -5.472E-01 1.091E+01 -9.644E-01 ,
1317,4.856E+01 1.133E+02 4.856E+01 2.895E+01 1.630E+01 0.000E+00 ,
1318,3.721E+00 7.857E+01 -1.373E+00 -6.907E-01 2.419E+00 -9.062E-01 ,
1319,2.869E+01 6.694E+01 2.869E+01 1.525E+01 1.754E+01 -1.052E-16 ,
1320,4.194E+01 9.786E+01 4.194E+01 2.017E+01 2.237E+01 3.230E-16 ,
1321,5.715E+00 7.712E+01 1.034E+01 1.604E+01 1.219E+01 -1.885E+00 ,
1322,-5.199E+01 -2.649E+01 -2.132E+02 6.887E-01 2.117E+01 -1.032E+00 ,
1323,-1.265E+00 -1.037E+01 -4.343E+00 -5.393E-01 8.211E+00 -5.789E-01 ,
1324,5.331E+01 1.229E+02 3.835E+01 3.471E+01 1.193E+01 -2.140E+00 ,
1325,-1.024E+00 -1.160E+01 -6.883E+00 -7.513E-01 1.200E+01 -7.380E-01 ,
1326,-8.208E+00 -1.915E+01 -8.208E+00 2.463E+00 2.045E+01 0.000E+00 ,
1327,5.962E+01 1.391E+02 5.962E+01 3.334E+01 2.175E+01 0.000E+00 ,
1328,-3.687E-01 -6.024E+00 -2.775E+00 -3.582E-01 6.478E+00 1.711E-01 ,
1329,2.843E+01 7.470E+01 3.094E+01 -3.088E+00 2.402E+01 -1.188E+00 ,
1330,5.168E+01 1.669E+02 3.221E+01 3.789E+01 2.926E+01 1.307E+01 ,
1331,2.890E+01 6.744E+01 2.890E+01 -4.658E+00 2.189E+01 1.265E-17 ,
1332,-8.291E-01 1.164E+02 4.555E-02 6.819E+00 1.312E+00 -5.570E-01 ,
1333,2.139E+01 1.279E+02 1.075E+01 1.168E+01 4.962E+00 -2.142E+00 ,
1334,2.764E+00 1.060E+02 1.088E+00 2.849E+00 -1.303E+00 -2.129E+00 ,
1335,8.217E+00 1.045E+02 -3.928E+00 1.170E+01 1.028E+01 -3.595E-01 ,
1336,1.965E+01 1.403E+02 9.723E+00 2.152E+01 1.210E+01 3.842E+00 ,
1337,2.443E+01 1.243E+02 4.464E+01 1.658E+01 2.878E+01 7.963E-02 ,
1338,1.181E+01 1.008E+02 3.151E+00 -1.250E+00 1.200E+00 6.213E-01 ,
1339,2.754E+01 8.032E+01 3.235E+01 1.085E+01 2.356E+01 2.035E+00 ,
1340,8.420E-01 8.010E-01 1.528E+00 1.757E-01 1.514E-01 -2.442E-01 ,
1341,-6.971E-01 -8.733E-01 -2.799E+00 5.598E-02 5.873E-01 -7.345E-01 ,
1342,3.549E+01 1.369E+02 1.337E+01 4.944E+00 1.757E+01 -2.223E+00 ,
1343,2.276E+00 1.912E-01 1.777E+00 3.454E-01 3.571E-01 -3.713E-02 ,
1344,3.115E+01 1.056E+02 4.068E+01 1.259E+01 2.652E+01 -4.051E+00 ,
1345,-2.348E-01 -1.843E-01 -5.987E+00 -4.448E-01 1.872E+00 -3.385E-01 ,
1346,3.056E-01 -1.056E+00 2.182E-01 -1.969E-01 1.494E+00 -5.281E-01 ,
1347,4.636E-01 -1.265E+00 -2.441E+01 -1.719E-01 6.498E+00 -2.962E+00 ,
1348,-2.638E+01 -1.169E+02 -5.904E+00 1.664E+00 8.180E+00 -5.882E-01 ,
1349,3.336E+01 1.413E+02 1.365E+01 1.789E+01 1.214E+01 -3.656E-01 ,
1350,7.373E+01 1.720E+02 7.373E+01 3.597E+01 2.871E+01 0.000E+00 ,
1351,4.577E+01 1.975E+02 2.505E+01 3.714E+01 1.317E+01 -9.232E-01 ,
1352,1.204E+01 1.007E+02 2.506E+00 -1.175E+00 1.237E+00 1.802E-01 ,
1353,9.384E+01 2.189E+02 9.384E+01 2.790E+01 5.013E+01 -1.922E-16 ,
1354,-7.283E-01 -5.232E+00 -1.949E+01 -6.282E-02 1.966E+01 -1.176E+00 ,
1355,1.625E-01 -3.114E+00 -2.003E+01 -2.468E-01 1.411E+01 -2.700E+00 ,
1356,-1.945E+00 1.247E+00 4.068E+00 7.987E-01 2.722E+01 -1.731E+00 ,
1357,-8.238E-02 1.615E+01 4.159E+00 6.528E-02 2.185E+01 -1.030E+00 ,
1358,4.192E+01 9.782E+01 4.192E+01 1.624E+01 2.424E+01 -7.193E-16 ,
1359,1.198E+00 1.300E+02 -7.699E+00 1.597E+01 3.978E+00 -4.121E+00 ,
1360,5.894E+00 1.292E+02 -6.093E+00 1.283E+01 -5.825E-01 -1.833E+00 ,
1361,1.189E+00 -3.006E+01 1.246E-01 -1.650E+00 3.558E+00 -3.610E-02 ,
1362,-1.361E+00 -1.266E+01 -4.355E+00 6.290E-01 9.482E+00 -9.478E-02 ,
1363,4.569E+01 1.066E+02 4.569E+01 -2.081E+01 2.417E+01 -6.657E-16 ,
1364,5.040E-01 -2.269E+01 -4.188E+00 3.790E-01 3.376E+01 -8.217E-01 ,
1365,1.156E+01 3.655E+01 1.402E+01 -7.709E+00 1.372E+01 1.085E+00 ,
1366,9.131E-01 5.931E+01 7.200E+00 -2.610E+00 1.459E+01 1.054E+00 ,
1367,8.349E+01 1.948E+02 8.349E+01 1.574E+01 5.078E+01 1.198E-15 ,
1368,2.167E+01 1.366E+02 1.381E+01 1.499E+01 1.455E+01 -3.598E-01 ,
1369,4.134E+01 1.231E+02 1.661E+01 2.409E+01 1.938E+01 3.711E+00 ,
1370,5.987E+01 1.789E+02 6.104E+01 1.560E+01 3.837E+01 -1.006E+01 ,
1371,3.619E+01 1.489E+02 2.180E+01 2.175E+01 1.205E+01 -1.807E+00 ,
1372,2.588E+01 1.276E+02 8.518E+00 2.282E+01 1.826E+01 -2.712E+00 ,
1373,7.427E+01 1.733E+02 7.427E+01 1.646E+01 4.155E+01 1.095E-16 ,
1374,4.146E+01 1.167E+02 2.212E+01 2.039E+01 1.986E+01 3.248E+00 ,
1375,5.651E+01 1.621E+02 5.435E+01 1.194E+01 3.654E+01 -7.484E+00 ,
1376,4.717E-01 2.679E+01 7.596E+00 -1.440E+00 1.943E+01 8.948E-01 ,
1377,5.620E-01 3.241E-01 -2.645E+01 -5.031E-01 7.455E+00 -2.159E+00 ,
1378,1.514E+00 -2.564E+01 -1.575E+00 -8.755E-03 5.119E+00 2.394E-01 ,
1379,5.507E+01 1.285E+02 5.507E+01 1.080E+01 3.350E+01 -6.254E-16 ,
1380,2.845E+01 1.107E+02 8.420E+00 1.470E+01 1.816E+01 7.466E-01 ,
1381,-8.486E-01 3.329E+01 2.531E+00 -2.936E-01 1.888E+01 2.143E+00 ,
1382,8.349E+01 1.948E+02 8.349E+01 1.574E+01 5.078E+01 -2.017E-15 ,
1383,-1.466E+00 -1.994E+01 -7.778E+00 -8.506E-02 3.382E+01 1.336E+00 ,
1384,5.396E+00 -7.104E-01 -5.001E+00 -1.868E-01 1.776E+00 -1.283E+00 ,
1385,1.722E+01 1.168E+02 3.020E+00 -1.143E+01 6.316E+00 1.561E+00 ,
1386,2.233E+00 -2.649E+01 4.595E-01 3.007E-01 3.828E+00 -2.214E-01 ,
1387,1.864E-01 -1.666E+00 4.580E+00 6.485E-01 2.713E+01 2.037E+00 ,
1388,7.971E-01 1.784E-02 1.946E-02 -1.435E+00 6.171E-01 1.018E-01 ,
1389,2.991E-02 -1.393E+00 -2.458E+01 -1.831E-01 6.827E+00 -3.893E+00 ,
1390,1.321E+01 1.020E+02 -4.539E+00 9.125E+00 7.131E+00 -1.114E+00 ,
1391,3.541E+01 1.385E+02 1.723E+01 1.011E+01 1.752E+01 -7.903E-01 ,
1392,2.243E+01 1.075E+02 2.548E+00 1.378E+01 1.096E+01 -7.438E-01 ,
1393,2.679E+01 1.406E+02 1.791E+01 1.091E+01 1.796E+01 -2.187E+00 ,
1394,-8.052E-01 -1.191E+01 -4.066E+00 -1.830E-01 9.629E+00 3.263E-01 ,
1395,1.811E+01 1.082E+02 9.746E-01 1.349E+01 9.145E+00 -2.504E+00 ,
1396,1.959E+00 8.920E+01 6.511E-01 -1.576E+00 2.121E+00 -4.360E-02 ,
1397,4.072E+01 1.081E+02 2.670E+01 1.662E+00 2.389E+01 -3.352E+00 ,
1398,2.979E+00 -1.560E+00 -2.621E+01 8.993E-02 5.592E+00 -1.959E+00 ,
1399,9.488E-01 2.004E-01 -3.084E+01 -1.780E-02 7.125E+00 -3.469E+00 ,
1400,-5.849E-01 -1.662E+01 -1.892E+00 1.107E+00 2.061E+01 8.334E-01 ,
1401,7.238E+00 2.721E-01 6.761E-01 1.800E-03 8.249E-01 2.955E-01 ,
1402,-7.542E-01 -2.506E+01 -4.304E+00 -3.615E-01 2.880E+01 2.666E-01 ,
1403,9.409E-01 6.392E-02 -4.156E+01 5.513E-01 8.439E+00 -4.177E+00 ,
1404,2.771E-01 -4.315E+01 3.150E+00 1.031E+00 6.743E+00 1.571E-01 ,
1405,3.302E+01 1.351E+02 9.777E+00 5.481E+00 1.180E+01 -1.901E+00 ,
1406,-2.338E+00 -8.219E+00 -1.909E+01 -8.056E-01 1.840E+01 -1.443E+00 ,
1407,2.927E+00 1.693E+00 -5.135E+01 -1.126E+00 1.089E+01 -5.974E+00 ,
1408,9.819E-02 8.389E-01 -3.663E+01 -6.835E-01 7.841E+00 -2.880E+00 ,
1409,-7.285E-01 5.689E+01 2.726E+00 5.714E-01 1.204E+01 -7.641E-02 ,
1410,1.238E+01 1.063E+02 -2.957E-01 1.349E+01 8.730E+00 -1.612E+00 ,
1411,-3.019E-01 -2.536E+01 8.657E-02 1.795E-01 3.398E+01 3.557E-01 ,
1412,-5.846E-01 -1.695E+01 3.268E+00 4.196E-01 3.802E+01 -1.471E+00 ,
1413,2.299E+00 8.640E-01 1.403E+00 4.767E-02 5.290E-01 -1.313E+00 ,
1414,-2.098E+00 -1.780E+01 -1.458E+01 -4.174E-01 4.043E+01 -1.227E-01 ,
1415,1.959E+00 9.720E-01 7.513E-01 -9.406E-01 4.654E-01 -1.208E-01 ,
1416,5.123E+00 3.553E-01 -1.584E+01 5.594E-01 4.106E+00 7.820E-01 ,
1417,-2.113E-01 8.328E+01 -2.015E+00 3.895E-01 2.107E+00 -5.866E-01 ,
1418,1.501E+00 4.485E+00 -4.625E+01 4.431E-01 1.037E+01 1.072E+00 ,
1419,-3.858E+00 7.740E+01 -1.870E+00 -2.104E+00 2.912E+00 -2.827E-01 ,
1420,-1.629E+00 7.386E+01 -2.397E+00 4.670E-01 2.303E+00 1.242E-01 ,
1421,3.032E+00 1.045E+02 2.079E+00 1.039E+00 3.973E-01 -3.024E-01 ,
1422,2.821E+00 9.699E+01 4.302E+00 4.250E-01 1.393E+00 6.165E-01 ,
1423,-3.005E+00 7.724E+01 -3.510E+00 7.171E-01 4.003E+00 -3.782E-01 ,
1424,-4.892E-01 6.244E-01 -4.498E+01 -1.781E-03 9.311E+00 -3.056E+00 ,
1425,-1.693E+00 -1.060E+00 -6.371E+01 -1.947E+00 1.239E+01 -2.098E+00 ,
1426,4.423E+00 9.100E+01 2.132E+00 1.337E-01 3.082E-01 9.417E-02 ,
1427,-1.746E+00 -3.029E+00 -5.649E+01 1.462E+00 1.116E+01 -4.002E+00 ,
1428,-4.730E+00 8.046E+00 -1.269E+02 7.236E-01 2.506E+01 1.485E+00 ,
1429,-1.824E+00 1.130E+01 -1.283E+02 -3.606E+00 4.500E+01 -1.242E+01 ,
1430,2.782E+00 2.188E+00 -6.566E+01 6.273E-01 1.131E+01 -4.651E+00 ,
1431,-1.827E-01 -2.934E+00 3.879E+00 5.177E-01 2.768E+01 2.960E-01 ,
1432,8.083E-01 -2.833E+01 -1.514E+00 2.143E+00 4.199E+00 1.486E-01 ,
1433,-2.366E+00 6.787E+01 -1.576E-01 -2.866E-01 6.832E+00 -5.616E-01 ,
1434,2.537E+01 1.218E+02 4.909E+00 1.600E+00 5.551E+00 2.315E-01 ,
1435,-3.878E-01 4.236E+01 2.290E+00 2.394E-02 1.242E+01 -4.525E-01 ,
1436,4.447E+00 -9.427E+00 -4.161E-02 -2.937E-01 2.539E+00 2.567E-01 ,
1437,-1.389E+00 -2.784E+00 -8.414E+01 1.257E+00 1.410E+01 -5.093E+00 ,
1438,5.184E+00 -5.236E+00 -8.357E-02 5.276E-01 1.927E+00 -6.335E-01 ,
1439,3.917E-01 -1.073E+01 -4.233E+00 7.376E-01 1.244E+01 -1.419E-02 ,
1440,-9.578E-01 -6.352E+00 -8.184E+01 -9.030E-02 1.534E+01 -2.314E+00 ,
1441,4.990E+00 9.012E+01 9.771E-01 -6.002E-02 -4.109E-01 3.294E-01 ,
1442,-4.037E-01 3.562E+01 7.341E+00 9.266E-01 1.863E+01 -3.729E-01 ,
1443,1.558E+00 3.966E+01 6.387E+00 4.339E-01 1.152E+01 -1.281E+00 ,
1444,6.239E+00 2.751E+00 -2.510E+01 -4.904E-01 6.579E+00 2.071E+00 ,
1445,2.712E+00 8.362E+01 -9.739E-01 -2.292E+00 3.020E+00 3.766E-01 ,
1446,2.506E+00 9.673E+01 4.229E+00 2.555E+00 4.377E-01 1.655E+00 ,
1447,2.770E+00 1.024E+00 -9.160E+01 3.257E+00 1.803E+01 -3.437E+00 ,
1448,4.931E-01 -3.008E+00 5.455E+00 -5.766E-01 2.829E+01 7.599E-01 ,
1449,4.073E+00 8.380E+01 -2.668E+00 1.036E+00 3.189E+00 -9.197E-01 ,
1450,-1.406E+02 -1.098E+02 -5.955E+02 -1.193E+01 1.336E+02 -6.661E+00 ,
1451,1.661E+01 1.094E+02 3.726E+00 5.141E+00 3.964E+00 -1.058E+00 ,
1452,4.084E+00 -5.544E+00 -1.235E+00 9.381E-01 2.274E+00 -6.094E-03 ,
1453,2.121E+01 -4.139E+00 -1.071E+02 -1.047E+01 4.087E+01 1.668E+01 ,
1454,2.594E-01 8.036E+01 -2.613E+00 3.359E+00 3.649E+00 -9.330E-01 ,
1455,-1.556E+00 -5.438E+00 -1.234E+02 2.939E+00 1.923E+01 -8.319E+00 ,
1456,1.155E+00 8.539E+01 2.175E+00 -2.020E-01 -3.205E-01 1.353E+00 ,
1457,8.856E+00 9.203E+01 2.553E+00 6.373E-01 -4.412E-01 -9.745E-01 ,
1458,-2.270E+01 -3.132E+01 -2.468E+02 1.292E+01 4.308E+01 -7.810E-01 ,
1459,-1.089E+01 -1.523E+01 -2.090E+02 3.213E-02 3.086E+01 -3.817E+00 ,
1460,1.765E+00 4.868E+01 4.350E+00 1.279E+00 6.307E+00 -1.334E+00 ,
1461,5.993E-01 8.749E+01 -3.011E-01 -2.122E-01 -5.454E-01 -1.079E+00 ,
1462,1.806E+00 -9.860E+00 -7.013E+00 2.125E-01 2.512E+01 5.352E-01 ,
1463,8.423E-01 9.073E+01 1.657E+00 8.398E-02 2.627E-01 3.734E-01 ,
1464,-5.473E+01 -5.382E+01 -4.270E+02 1.704E+01 6.120E+01 -8.533E+00 ,
1465,1.629E+01 1.094E+02 2.293E+00 -2.648E+00 2.503E+00 4.917E-02 ,
1466,-1.573E+00 -2.787E+01 -4.719E+01 1.336E+00 4.620E+01 2.213E+00 ,
1467,-5.503E-01 1.729E+01 7.188E+00 -1.049E+00 2.014E+01 1.977E-01 ,
1468,3.020E-01 -2.184E+01 1.451E+00 -3.969E-02 3.617E+01 -2.948E-01 ,
1469,9.181E-01 7.875E+01 -9.110E-01 2.351E+00 7.627E-01 -1.057E+00 ,
1470,-8.521E+00 -1.552E+01 -7.244E+01 3.565E+00 4.430E+01 -4.876E+00 ,
1471,-2.495E+00 -5.685E+00 -1.106E+02 1.645E-01 1.524E+01 -7.107E+00 ,
1472,-9.618E-01 7.749E+01 -8.019E-01 -2.770E-01 2.923E+00 8.090E-01 ,
1473,2.474E+00 9.417E+01 4.063E+00 4.376E-01 -1.724E-01 2.525E-01 ,
1474,4.148E+00 2.048E-01 -2.388E+01 -1.283E+00 5.367E+00 5.539E+00 ,
1475,-4.055E+00 -2.979E+00 -9.956E+01 -9.694E-01 1.246E+01 -4.991E+00 ,
1476,-1.118E+00 7.926E+01 -1.036E+00 -7.654E-01 2.949E+00 2.064E-01 ,
1477,3.111E+00 1.029E-01 -7.868E+01 2.000E+00 1.468E+01 -2.959E+00 ,
1478,-1.440E+00 1.689E+01 3.761E+00 2.581E-02 2.143E+01 1.647E+00 ,
1479,2.469E-01 3.718E+01 4.943E+00 -1.201E-01 1.589E+01 5.488E-01 ,
1480,-7.982E-03 -6.259E+01 1.783E+00 2.106E+00 4.158E+00 5.393E-01 ,
1481,5.178E+00 9.099E+01 1.207E+00 3.233E-01 -9.196E-01 1.898E+00 ,
1482,1.312E-01 3.151E+01 7.239E+00 3.564E-01 2.082E+01 -1.805E+00 ,
1483,1.064E+00 -1.626E+00 -9.403E+01 1.408E+00 1.392E+01 -7.049E+00 ,
1484,2.892E+00 8.283E+01 1.624E+00 5.927E-01 4.324E-01 -4.257E-01 ,
1485,-7.351E-01 6.860E+01 -4.339E-01 -7.261E-02 2.005E+00 9.748E-02 ,
1486,-1.738E+00 -3.393E+00 -6.176E+01 7.264E-01 9.682E+00 -5.836E+00 ,
1487,3.550E+00 8.434E+01 6.362E+00 1.116E+00 -3.006E+00 -2.297E-01 ,
1488,4.814E+00 9.841E+01 1.988E+00 -4.597E+00 4.412E+00 7.115E-01 ,
1489,7.674E+00 2.448E+01 9.738E+00 5.743E+00 1.490E+01 -7.787E-01 ,
1490,4.149E+00 -1.013E+01 1.467E+00 -2.505E+00 2.805E+00 -1.033E-02 ,
1491,-1.791E+00 -3.055E+00 -5.535E+01 4.625E-01 2.556E+01 -4.956E+00 ,
1492,1.810E+00 2.553E+01 7.130E+00 9.458E-01 1.631E+01 2.242E+00 ,
1493,-1.468E-01 -2.111E+01 -2.450E+00 4.523E-01 3.509E+01 2.350E-01 ,
1494,-8.576E+00 -7.596E+00 -1.256E+02 1.207E+00 1.863E+01 -4.044E+00 ,
1495,1.122E+00 -1.792E+01 -5.061E+00 -9.052E-01 3.397E+01 3.974E-01 ,
1496,1.974E+00 -3.273E+00 -1.062E+02 1.080E+00 1.555E+01 -4.802E+00 ,
1497,-7.075E+00 -2.984E+00 -1.004E+02 -6.574E-01 1.157E+01 -6.689E+00 ,
1498,-1.731E+00 6.706E+01 -1.602E+00 2.084E+00 2.248E-01 -1.103E+00 ,
1499,-3.425E+01 -1.183E+01 -1.495E+02 -5.709E+00 6.175E+01 -2.969E+01 ,
1500,-2.452E+00 6.367E+01 -1.802E+00 1.795E+00 1.579E+00 -2.183E-01 ,
1501,-4.832E+01 -2.516E+01 -2.260E+02 1.567E+00 2.803E+01 4.321E-02 ,
1502,4.326E+00 -9.392E-01 -1.060E+01 -5.675E-01 3.952E+00 3.520E+00 ,
1503,-1.368E+00 6.940E+01 4.144E-01 2.529E+00 -3.543E-01 -1.512E+00 ,
1504,6.755E-01 5.191E+00 -5.740E+01 7.033E-01 8.597E+00 -2.630E-01 ,
1505,-1.512E+00 -3.551E-01 -6.129E+01 -2.865E-01 7.607E+00 -1.961E+00 ,
1506,2.193E+00 2.164E+00 -4.465E+01 -2.436E-01 7.809E+00 -2.726E+00 ,
1507,-1.599E+01 1.919E+01 -1.417E+02 2.745E+00 4.538E+01 2.184E-01 ,
1508,6.201E+00 9.053E+01 4.439E+00 6.870E-01 2.016E+00 7.203E-01 ,
1509,2.354E+00 8.580E+01 2.758E+00 1.041E+00 7.320E-01 9.529E-01 ,
1510,-3.093E+00 -6.889E+00 -1.297E+02 1.067E+00 1.835E+01 -5.837E+00 ,
1511,9.025E-01 8.734E+01 9.654E-01 -1.234E+00 6.497E-01 5.542E-01 ,
1512,3.538E-01 2.989E+00 4.165E+00 2.579E-01 3.047E+01 1.819E-01 ,
1513,-6.917E+00 -7.934E+00 -1.605E+02 3.256E+00 2.136E+01 -1.210E+01 ,
1514,4.034E-02 -1.694E+01 -6.712E+00 4.590E-01 3.901E+01 -5.485E-02 ,
1515,-5.199E-01 7.989E+00 8.097E+00 -3.054E-01 2.319E+01 -1.581E+00 ,
1516,5.403E+00 1.357E+01 4.132E+00 1.579E+00 1.791E+01 1.804E-01 ,
1517,9.971E+00 2.327E+01 9.971E+00 4.010E+00 1.869E+01 0.000E+00 ,
1518,-2.283E+00 -3.816E+00 -4.615E+01 6.021E-02 6.003E+00 -1.176E-01 ,
1519,-9.681E-01 -2.438E+01 -5.620E+00 7.904E-01 3.318E+01 -3.280E-01 ,
1520,1.030E+01 2.402E+01 1.030E+01 8.517E-01 1.992E+01 0.000E+00 ,
1521,1.244E+01 1.013E+02 -8.109E-01 1.523E+00 1.850E+00 -9.307E-01 ,
1522,-1.043E+01 -1.006E+01 -1.915E+02 -8.928E-01 3.103E+01 -6.006E+00 ,
1523,7.973E+00 2.473E+01 9.812E+00 -4.734E-01 1.998E+01 -1.636E-01 ,
1524,-2.556E+01 -1.698E+01 -1.982E+02 1.337E+00 3.237E+01 -9.030E+00 ,
1525,-1.482E+01 -2.861E+01 -1.315E+02 1.366E+00 4.667E+01 5.380E+00 ,
1526,-5.311E+00 1.903E+00 -1.548E+02 -3.507E+00 5.065E+01 4.594E+00 ,
1527,5.411E+00 1.633E+01 7.712E+00 2.877E+00 1.599E+01 -7.904E-01 ,
1528,3.951E-02 1.242E+01 6.964E+00 -2.626E-01 2.094E+01 9.760E-01 ,
1529,1.098E+01 9.730E+01 2.860E+00 -1.652E+00 1.081E+00 1.044E-01 ,
1530,3.955E+01 1.226E+02 6.710E+00 -1.072E+01 -9.556E+00 -5.368E+00 ,
1531,1.112E+01 4.043E+01 1.382E+01 -6.821E+00 1.505E+01 7.451E-01 ,
1532,-2.845E-01 -4.234E-01 -5.169E+01 -5.015E-01 8.843E+00 1.550E-01 ,
1533,2.826E+01 1.123E+02 5.068E+00 3.217E+00 -3.242E+00 -4.586E-01 ,
1534,2.429E+01 1.170E+02 5.985E+00 2.385E+00 -7.307E-01 7.199E-01 ,
1535,1.429E+00 8.153E+01 -1.693E+00 4.262E+00 2.108E+00 -6.018E-01 ,
1536,1.372E+01 5.546E+01 2.075E+01 -7.782E+00 1.951E+01 -4.165E-01 ,
1537,1.453E+00 -1.212E+01 -9.958E+00 4.159E-01 3.819E+01 1.520E-01 ,
1538,8.098E-01 -1.443E+01 -4.519E+00 5.505E-01 4.072E+01 3.082E-01 ,
1539,-3.647E-01 -4.701E+01 1.404E+00 -3.722E-01 2.304E+01 3.415E-01 ,
1540,4.057E+00 2.414E+00 -7.373E+00 -2.832E-01 6.464E+00 -9.082E-01 ,
1541,1.138E+01 1.039E+02 2.010E+00 4.642E+00 4.209E+00 -4.195E-01 ,
1542,-1.192E+00 -1.566E+01 -2.737E+01 -1.119E+00 4.255E+01 -1.446E+00 ,
1543,1.553E+00 6.926E+01 3.604E+00 -9.252E-01 9.867E+00 1.326E+00 ,
1544,5.541E+00 8.667E+01 2.966E+00 -2.236E+00 5.688E-01 4.968E-01 ,
1545,-1.018E+02 -7.937E+01 -4.163E+02 1.691E+00 6.452E+01 4.593E+00 ,
1546,-2.206E+01 -1.178E+01 -1.783E+02 5.923E-01 2.229E+01 1.234E+00 ,
1547,2.238E+01 5.837E+01 1.941E+01 9.346E-01 1.738E+01 -1.652E+00 ,
1548,-1.331E+00 -6.519E+00 2.443E+00 -3.801E-01 2.906E+01 7.709E-01 ,
1549,-2.601E+01 -9.111E+01 -2.091E+01 8.887E+00 2.423E+01 2.053E-01 ,
1550,2.019E+00 -9.532E+00 -4.802E+01 -8.284E-02 4.579E+01 1.422E-01 ,
1551,2.401E+01 7.194E+01 2.329E+01 5.361E+00 2.065E+01 1.123E+00 ,
1552,-1.588E+01 -3.609E+01 -9.880E+01 -6.686E+00 6.017E+01 3.755E+00 ,
1553,1.081E+01 3.509E+01 1.122E+01 -4.909E+00 1.589E+01 1.177E+00 ,
1554,7.922E-01 -6.635E+00 -1.163E+01 -3.317E-02 1.507E+01 4.078E-01 ,
1555,3.104E+01 7.243E+01 3.104E+01 -2.209E+00 2.320E+01 0.000E+00 ,
1556,-4.728E-01 -1.693E+01 -1.989E+01 -2.879E-01 4.474E+01 -1.459E-01 ,
1557,1.561E+01 1.028E+02 1.230E+00 -1.603E-01 3.471E+00 8.986E-01 ,
1558,-8.539E-01 3.738E+01 3.764E+00 -5.092E-01 1.709E+01 1.098E+00 ,
1559,1.791E+01 1.028E+02 -2.653E+00 1.468E+00 9.770E+00 1.622E-01 ,
1560,-4.269E+00 -1.604E+01 -3.227E+01 -1.803E+00 4.669E+01 1.722E+00 ,
1561,9.507E+00 2.423E+01 9.525E+00 4.307E+00 1.775E+01 5.953E-01 ,
1562,-5.560E+00 -3.008E+00 -6.346E+01 1.300E+00 7.552E+00 1.506E+00 ,
1563,-6.950E-01 -1.547E+00 -2.197E+01 8.271E-01 7.065E+00 -5.907E+00 ,
1564,-9.593E+00 -3.103E-01 -1.467E+02 2.319E+00 1.831E+01 2.245E+00 ,
1565,-3.132E+00 9.083E-01 -6.858E+01 2.901E-01 8.711E+00 1.542E+00 ,
1566,8.988E+00 9.863E+01 9.349E-01 1.128E+00 1.677E+00 3.715E-01 ,
1567,1.509E+00 1.205E+00 -4.647E+01 -8.168E-01 9.513E+00 -6.247E+00 ,
1568,-3.702E-01 -2.201E-01 -5.409E+01 2.025E+00 7.402E+00 2.960E+00 ,
1569,2.754E+01 4.666E+01 -1.387E+02 -1.484E+01 1.141E+02 8.840E+00 ,
1570,9.820E+00 9.443E+01 2.092E+00 -1.189E+00 2.016E+00 -1.850E-01 ,
1571,2.342E+00 1.004E+01 9.319E+00 2.294E-01 1.224E+01 -3.466E+00 ,
1572,-1.699E-01 -1.428E+01 -6.011E-01 -6.977E-01 2.691E+01 -8.363E-01 ,
1573,8.308E+00 9.332E+01 1.753E+00 5.318E-01 -9.109E-01 -1.540E+00 ,
1574,3.428E+01 1.639E+02 1.649E+01 7.212E+00 -1.636E+01 -3.657E+00 ,
1575,-7.606E+00 -1.775E+01 -7.606E+00 6.560E-02 2.251E+01 -3.671E-18 ,
1576,4.349E+01 1.571E+02 -1.037E+02 5.254E-01 3.955E+01 1.866E+01 ,
1577,5.382E-01 -1.371E+01 1.836E+00 -8.300E-02 3.818E+01 4.426E-01 ,
1578,-9.238E-01 -4.445E+01 -3.334E-01 3.978E-02 2.208E+01 1.595E-01 ,
1579,1.350E+01 1.034E+02 4.035E-01 1.706E+00 3.076E+00 -8.256E-01 ,
1580,7.883E+00 1.826E+01 8.758E+00 1.393E+00 1.722E+01 5.538E-02 ,
