 Node ID, Tensor(Element Stresses (2D & 3D)),
5398,1.566E-01 2.277E-01 1.127E-01 -4.123E-01 -3.526E+00 -1.430E-01 ,
5399,-1.212E+00 -9.577E-01 -3.243E+00 -4.415E-01 -3.962E+00 3.480E-01 ,
5400,-4.988E-01 -1.449E-01 -1.037E+00 -4.397E-01 -1.959E+00 3.369E-01 ,
5401,1.252E-01 4.778E-01 2.421E+00 -9.335E-01 -5.675E+00 -7.443E-02 ,
5402,-2.692E+00 -6.040E+00 -2.791E+01 -6.814E-01 -4.006E+00 2.896E+00 ,
5403,-3.110E-01 1.218E+01 5.013E-01 -1.140E+00 -3.233E+00 5.073E-02 ,
5404,-8.322E-01 1.651E-01 6.282E+00 -5.358E-02 -1.850E+00 -5.968E-01 ,
5405,1.266E-01 6.999E+00 3.438E+00 -2.527E-01 -1.190E+01 4.604E-02 ,
5406,-2.838E-02 3.884E+00 3.295E+00 -1.750E-01 -7.968E+00 -9.908E-02 ,
5407,-4.985E-02 1.930E+00 5.957E+00 -1.142E-01 -9.214E+00 -1.565E-01 ,
5408,2.504E-02 4.091E+00 4.042E+00 -1.802E-01 -1.048E+01 -3.127E-02 ,
5409,-2.197E-01 -1.239E+00 -7.381E+00 -6.980E-01 -3.660E+00 5.543E-01 ,
5410,-4.271E+00 -5.084E+00 -1.342E+01 -4.435E-01 -2.642E+00 2.591E+00 ,
5411,-1.139E+00 3.197E-01 3.159E+00 -7.334E-02 -1.534E+00 -3.863E-01 ,
5412,-1.196E+00 1.945E+00 4.202E-01 -6.053E-01 -1.165E+00 -2.186E-02 ,
5413,-9.959E-01 3.048E-01 2.013E+00 -9.290E-02 -1.217E+00 -3.845E-01 ,
5414,-1.356E+00 -1.219E+00 -3.979E+00 -3.452E-01 -2.913E+00 8.064E-01 ,
5415,-9.640E-01 1.556E+00 4.414E-01 -6.326E-01 -9.665E-01 5.322E-03 ,
5416,-1.344E+00 1.793E+00 3.872E-01 -5.303E-01 -1.060E+00 -2.898E-02 ,
5417,-9.005E-01 6.481E-01 3.593E-01 -3.759E-01 -6.180E-01 -9.097E-02 ,
5418,-1.229E+00 2.802E-01 2.842E-01 -1.763E-01 -2.281E-01 -1.756E-01 ,
5419,-1.236E+00 1.019E+00 5.374E-01 -3.813E-01 -7.778E-01 -1.177E-01 ,
5420,3.452E-02 3.207E+00 4.516E+00 -1.626E-01 -9.511E+00 -4.533E-02 ,
5421,-7.808E-01 -1.952E+00 -1.652E+01 -9.661E-01 -4.900E+00 8.152E-01 ,
5422,-2.664E-01 -6.114E-01 -1.341E+01 -8.795E-01 -6.231E+00 1.555E-01 ,
5423,-1.232E+00 -3.812E+00 -2.067E+01 -9.195E-01 -3.568E+00 1.723E+00 ,
5424,-2.460E-01 3.832E+00 5.266E-01 -5.913E-01 -2.358E+00 1.046E-02 ,
5425,-1.574E-01 5.704E+00 4.829E-01 -6.020E-01 -3.240E+00 -3.510E-02 ,
5426,-8.442E-02 -2.568E-01 -2.058E+00 -8.770E-01 -3.587E+00 1.518E-01 ,
5427,-3.410E-01 -1.045E+00 -4.485E+00 -1.120E+00 -5.134E+00 2.132E-01 ,
5428,5.347E-02 -3.259E-01 -6.602E+00 -1.030E+00 -6.519E+00 -2.248E-02 ,
5429,-2.493E+00 -2.548E+00 -6.935E+00 -2.894E-01 -3.934E+00 1.030E+00 ,
5430,-7.378E-01 3.819E+00 4.035E-01 -8.630E-01 -2.106E+00 -4.087E-02 ,
5431,-1.028E+00 3.062E+00 4.734E-01 -8.048E-01 -1.730E+00 -1.510E-02 ,
5432,-8.544E-02 3.725E+00 2.545E+00 -2.007E-01 -6.030E+00 -9.329E-02 ,
5433,-6.611E-01 2.656E+00 5.939E-01 -8.051E-01 -1.480E+00 3.493E-03 ,
5434,3.235E-02 -8.866E-01 7.341E+00 -9.938E-02 -1.116E+01 7.137E-02 ,
5435,3.024E-01 1.626E+01 5.284E-01 -1.069E+00 -4.126E+00 1.494E-01 ,
5436,-2.563E-01 1.339E+01 4.328E-01 -1.463E+00 -3.137E+00 5.482E-02 ,
5437,1.861E-01 4.983E+00 4.161E+00 -1.258E-01 -1.277E+01 1.741E-01 ,
5438,-2.157E-01 1.302E+01 4.254E-01 -7.879E-01 -3.270E+00 1.118E-01 ,
5439,-5.579E-01 -1.284E+00 -1.963E+01 -1.010E+00 -5.951E+00 3.772E-01 ,
5440,1.092E-01 1.326E+01 1.349E+00 -6.910E-01 -8.090E+00 7.891E-02 ,
5441,-1.264E-01 7.944E+00 1.303E+00 -3.733E-01 -6.688E+00 -5.430E-02 ,
5442,-4.783E-01 6.571E+00 5.341E-01 -1.143E+00 -2.641E+00 -5.122E-03 ,
5443,-1.157E+01 -1.115E+01 -3.217E+01 -4.652E-01 -5.991E+00 3.989E+00 ,
5444,-3.389E-01 8.738E+00 3.958E-01 -1.287E+00 -3.047E+00 -1.964E-02 ,
5445,-9.451E-01 -1.438E+00 -3.073E+01 -8.976E-01 -5.374E+00 7.045E-01 ,
5446,-1.015E+00 -2.175E+00 -3.872E+01 -7.139E-01 -4.560E+00 1.123E+00 ,
5447,-3.868E-02 7.926E+00 6.263E-01 -6.460E-01 -3.864E+00 -1.144E-01 ,
5448,-1.365E+01 -1.301E+01 -3.811E+01 -3.932E-01 -5.782E+00 6.035E+00 ,
5449,-9.767E-01 1.587E-01 -5.541E+01 1.755E-01 -1.331E+00 6.951E-01 ,
5450,-1.062E-01 1.047E+01 5.908E-01 -7.990E-01 -4.554E+00 -3.604E-02 ,
5451,-2.437E-01 1.292E+01 3.966E-01 -1.486E+00 -4.173E+00 1.127E-01 ,
5452,-2.311E-01 1.543E+01 3.133E-01 -1.592E+00 -3.468E+00 2.127E-01 ,
5453,-2.965E-01 1.135E+01 4.368E-01 -1.406E+00 -3.231E+00 3.227E-02 ,
5454,-2.027E-01 9.878E+00 1.139E+00 -4.753E-01 -7.768E+00 3.911E-02 ,
5455,-5.310E-02 8.579E+00 2.374E+00 -3.555E-01 -1.053E+01 3.964E-02 ,
5456,-4.940E-01 8.839E+00 2.793E-01 -1.354E+00 -2.633E+00 4.690E-02 ,
5457,1.341E-01 5.576E+00 2.938E+00 -2.298E-01 -8.662E+00 -4.933E-02 ,
5458,1.747E-01 -1.051E+00 1.889E+00 -7.841E-02 -1.055E+01 -1.815E-02 ,
5459,7.676E-03 4.658E+00 4.013E+00 -2.577E-01 -1.166E+01 1.055E-02 ,
5460,-9.688E-01 7.340E+00 2.450E-01 -8.744E-01 -1.745E+00 4.906E-02 ,
5461,-3.030E-03 5.806E+00 3.382E+00 -1.813E-01 -1.067E+01 3.895E-02 ,
5462,-5.685E+00 -7.648E+00 -2.232E+01 -2.005E-01 -1.616E+00 4.747E+00 ,
5463,-8.701E+00 -9.970E+00 -2.598E+01 -3.942E-01 -3.407E+00 4.988E+00 ,
5464,-9.153E-01 6.717E+00 1.966E-01 -1.050E+00 -2.368E+00 6.844E-02 ,
5465,-8.870E-01 2.262E-01 3.668E+00 -4.897E-02 -1.439E+00 -6.586E-01 ,
5466,-3.451E-02 2.691E+00 3.940E+00 -1.689E-01 -6.556E+00 -1.282E-01 ,
5467,-6.089E-02 5.546E+00 1.518E+00 -3.073E-01 -5.850E+00 -8.564E-02 ,
5468,-1.197E+01 -1.447E+01 -4.595E+01 -1.956E-01 -5.113E+00 8.847E+00 ,
5469,-3.494E-01 5.179E+00 5.022E-01 -9.506E-01 -2.550E+00 6.805E-03 ,
5470,-4.437E+00 -8.517E+00 -3.757E+01 -4.980E-01 -3.967E+00 5.400E+00 ,
5471,-3.690E-01 2.949E+00 5.552E-01 -7.029E-01 -1.866E+00 -4.424E-03 ,
5472,-1.206E+01 -1.275E+01 -3.630E+01 -5.368E-01 -4.424E+00 6.992E+00 ,
5473,-6.767E-02 8.697E-01 1.540E+00 -1.632E-02 -1.455E+00 -1.717E-01 ,
5474,-5.593E-01 4.780E-01 1.001E+00 -1.331E-01 -9.306E-01 -2.487E-01 ,
5475,-1.762E+00 -4.380E+00 -3.624E+01 -7.703E-01 -5.035E+00 2.276E+00 ,
5476,-1.351E+01 -7.306E+00 -6.864E+01 -1.367E-01 -6.610E+00 8.789E+00 ,
5477,-1.322E-01 7.935E-01 5.848E-01 -6.160E-02 -8.084E-01 -7.630E-02 ,
5478,-7.209E-01 1.514E+00 4.268E-01 -5.703E-01 -1.094E+00 -5.209E-02 ,
5479,-1.352E+01 -1.103E+01 -6.983E+01 -5.654E-02 -7.488E+00 1.088E+01 ,
5480,-8.993E-02 3.558E+00 1.432E+00 -2.405E-01 -4.100E+00 -9.108E-02 ,
5481,-1.728E-01 2.588E+00 7.168E-01 -3.059E-01 -2.035E+00 -6.526E-02 ,
5482,-3.192E-01 1.534E-01 1.556E-01 -8.853E-02 -1.265E-01 -1.272E-01 ,
5483,-8.504E-02 1.903E+00 1.492E+00 -1.492E-01 -2.671E+00 -7.363E-02 ,
5484,-5.011E-02 1.360E+00 3.982E+00 -4.658E-02 -4.440E+00 -2.235E-01 ,
5485,-1.329E-01 1.313E+00 2.567E+00 -7.410E-02 -3.261E+00 -2.093E-01 ,
5486,-5.403E-02 9.445E-02 8.484E+00 -3.459E-02 -3.194E+00 -5.413E-01 ,
5487,-4.627E-02 2.482E+00 2.710E+00 -1.339E-01 -4.763E+00 -1.048E-01 ,
5488,-8.097E-02 1.556E+00 5.294E+00 -9.588E-02 -6.752E+00 -2.141E-01 ,
5489,-6.455E-01 3.184E-01 3.809E+00 -3.001E-02 -1.660E+00 -6.946E-01 ,
5490,-2.930E-02 4.118E-01 6.668E+00 -8.023E-02 -3.901E+00 -4.287E-01 ,
5491,-8.370E-02 3.043E-01 4.682E+00 -3.341E-02 -2.659E+00 -3.966E-01 ,
5492,-1.488E-01 3.961E-01 2.184E+00 1.004E-02 -1.523E+00 -3.107E-01 ,
5493,-2.706E-01 2.136E-01 6.449E-01 -1.773E-02 -5.520E-01 -2.126E-01 ,
5494,-3.526E-01 -2.030E-01 -4.656E+01 -2.487E-02 -1.639E+00 -7.308E-01 ,
5495,-1.544E-01 1.551E-01 8.035E+00 -2.717E-02 -2.581E+00 -8.362E-01 ,
5496,-1.026E-01 1.067E-01 6.437E+00 -1.079E-02 -2.075E+00 -6.272E-01 ,
5497,-3.350E-01 2.367E-01 4.335E+00 -4.593E-03 -1.585E+00 -7.137E-01 ,
5498,-1.463E-01 4.845E-01 -4.209E+01 -3.274E-01 -3.489E+00 -2.058E-01 ,
5499,-4.257E-01 4.946E-01 3.793E-01 -2.805E-01 -4.916E-01 -3.239E-02 ,
5500,-1.624E+00 -1.920E-01 -5.508E+01 -2.220E-01 -1.525E+00 5.285E-01 ,
5501,-2.744E-01 2.094E-01 6.146E+00 5.368E-03 -2.128E+00 -8.339E-01 ,
5502,-7.263E-02 8.609E-01 5.382E+00 -9.414E-02 -4.885E+00 -3.060E-01 ,
5503,-5.228E-01 2.179E-01 4.222E+00 -2.952E-02 -1.539E+00 -8.007E-01 ,
5504,-3.068E+00 -3.720E-01 -5.792E+01 -4.365E-01 -1.668E+00 1.499E+00 ,
5505,-3.385E-01 2.091E-02 -4.268E+01 -3.290E-02 -2.131E+00 -6.290E-01 ,
5506,-3.228E-01 2.542E-01 -3.345E+01 -4.673E-01 -5.525E+00 -2.824E-01 ,
5507,-1.743E-01 1.716E-01 1.925E-01 -3.804E-02 -1.884E-01 -3.409E-02 ,
5508,-1.560E+01 -1.435E+01 -4.351E+01 -2.446E-01 -7.658E+00 5.308E+00 ,
5509,-5.427E-01 -3.400E-01 -5.110E+01 8.667E-02 -1.644E+00 -6.029E-01 ,
5510,-3.040E+00 -6.130E-01 -5.922E+01 -9.547E-02 -1.736E+00 2.091E+00 ,
5511,-9.723E-01 1.402E-01 -5.286E+01 -1.190E-01 -1.765E+00 -6.580E-02 ,
5512,-4.327E-02 1.321E-01 -3.755E+01 -2.388E-01 -4.573E+00 -3.910E-01 ,
5513,-1.076E+00 1.091E-01 -4.816E+01 -2.761E-01 -3.247E+00 3.456E-01 ,
5514,-7.543E-02 1.197E-01 -3.318E+01 1.929E-02 -4.437E+00 3.325E-01 ,
5515,-1.011E+00 2.786E-01 -5.466E+01 -7.663E-02 -1.786E+00 4.843E-01 ,
5516,-7.787E-01 2.011E-01 -5.438E+01 -8.540E-02 -1.696E+00 1.082E-01 ,
5517,-4.276E-01 2.024E-01 -5.098E+01 4.654E-02 -1.842E+00 -2.308E-01 ,
5518,-2.969E-02 -2.262E-01 -2.277E+01 1.840E-01 -1.084E+00 -1.447E-01 ,
5519,-8.180E-01 4.258E-01 3.374E+00 6.646E-02 -1.793E+00 5.805E-01 ,
5520,-6.237E+00 -1.710E+00 -6.522E+01 -5.315E-02 -3.139E+00 5.732E+00 ,
5521,-1.441E+00 -1.690E+00 -4.826E+01 -3.930E-01 -4.178E+00 1.379E+00 ,
5522,-4.352E+00 -8.554E-01 -6.286E+01 -2.367E-01 -1.965E+00 3.951E+00 ,
5523,-7.155E+00 -1.937E+00 -6.119E+01 -1.530E-01 -3.656E+00 4.776E+00 ,
5524,-1.160E+01 -2.697E+00 -6.795E+01 1.178E-01 -4.313E+00 6.905E+00 ,
5525,-1.457E-01 2.618E+00 1.446E+00 1.836E-01 -3.336E+00 7.862E-02 ,
5526,-4.337E-02 2.613E+00 4.170E+00 1.836E-01 -6.764E+00 1.734E-01 ,
5527,-1.984E+01 -1.454E+01 -5.480E+01 -1.513E-01 -1.020E+01 3.625E+00 ,
5528,3.179E-01 1.377E-02 3.908E+01 -1.684E-02 -2.062E+00 8.138E-01 ,
5529,-1.948E+01 -1.567E+01 -5.349E+01 -3.228E-01 -9.648E+00 5.467E+00 ,
5530,-2.106E+01 -1.641E+01 -5.386E+01 -2.099E-01 -1.053E+01 2.175E+00 ,
5531,2.465E-01 4.799E+00 4.296E+00 5.451E-02 -1.299E+01 1.753E-01 ,
5532,-1.990E+01 -8.133E+00 -6.833E+01 -1.079E-01 -9.142E+00 5.355E+00 ,
5533,-1.769E+01 -6.543E+00 -6.622E+01 -3.071E-01 -7.502E+00 3.644E+00 ,
5534,8.028E-02 -4.982E-01 1.374E+01 1.917E-01 -9.230E+00 -1.421E-01 ,
5535,-2.326E+01 -1.546E+01 -6.538E+01 -5.310E-01 -1.160E+01 7.022E+00 ,
5536,2.887E-01 -4.282E-01 4.895E+01 3.880E-02 -2.292E+00 8.632E-02 ,
5537,-1.671E+00 -5.199E-01 -5.598E+01 -2.498E-01 -2.965E+00 1.983E+00 ,
5538,-2.104E+01 -1.609E+01 -5.456E+01 3.142E-01 -1.088E+01 1.276E+00 ,
5539,-1.556E+01 -1.534E+01 -4.660E+01 -4.112E-01 -7.046E+00 7.730E+00 ,
5540,-2.571E+01 -1.642E+01 -6.744E+01 -1.069E-01 -1.323E+01 7.814E-01 ,
5541,1.208E+01 1.137E+01 3.213E+01 -2.763E-01 -6.724E+00 -2.744E+00 ,
5542,-2.039E+01 -1.032E+01 -6.628E+01 -4.333E-01 -9.674E+00 2.827E+00 ,
5543,-1.263E+01 -1.942E+00 -6.360E+01 -4.165E-03 -4.090E+00 2.441E+00 ,
5544,1.442E-01 2.159E+00 4.035E+00 1.081E-01 -1.232E+01 1.436E-01 ,
5545,1.411E+00 2.883E+00 4.215E+01 -6.738E-01 -4.549E+00 -1.769E+00 ,
5546,3.232E-03 -1.753E-01 -3.515E+01 1.109E-01 -1.815E+00 2.947E-01 ,
5547,1.079E+00 -1.598E-01 4.495E+01 4.013E-02 -2.362E+00 9.673E-03 ,
5548,-2.401E+01 -1.426E+01 -6.633E+01 1.537E-01 -1.147E+01 1.854E+00 ,
5549,-1.537E+01 -3.084E+00 -6.536E+01 -7.540E-02 -5.405E+00 1.830E+00 ,
5550,-2.572E-01 -1.664E-01 -3.889E+01 1.256E-01 -1.761E+00 -4.111E-01 ,
5551,-8.399E-01 -2.816E-01 -2.094E+01 -1.153E-01 2.771E-01 -1.402E-01 ,
5552,1.481E-01 1.609E-01 -1.474E+01 -6.294E-01 -8.098E+00 -1.742E-01 ,
5553,-2.276E+01 -1.223E+01 -6.691E+01 -9.659E-01 -1.128E+01 -2.523E+00 ,
5554,-1.415E+01 -1.247E+01 -3.679E+01 -4.530E-02 -7.745E+00 7.668E-01 ,
5555,-1.836E+01 -1.588E+01 -4.544E+01 1.335E-01 -9.188E+00 5.088E-01 ,
5556,-8.621E+00 -8.098E+00 -2.123E+01 -4.659E-02 -5.779E+00 3.378E-01 ,
5557,5.651E-04 -4.264E-02 -2.656E+01 -3.041E-01 -6.572E+00 -3.212E-01 ,
5558,-8.191E+00 -3.716E-01 -5.954E+01 -2.007E-01 -2.233E+00 7.716E-01 ,
5559,-7.711E-01 -5.832E-01 -1.994E+01 -3.572E-01 5.535E-01 -1.796E-01 ,
5560,-2.146E+00 -2.691E-01 -5.095E+01 -1.104E-01 -2.272E+00 1.376E-01 ,
5561,-9.985E+00 -9.260E-01 -6.119E+01 -2.172E-01 -2.683E+00 5.744E-02 ,
5562,-9.170E+00 -7.097E-01 -6.042E+01 -1.621E-01 -2.797E+00 1.427E+00 ,
5563,-4.915E+00 6.894E-02 -5.561E+01 -5.002E-02 -2.394E+00 2.618E-01 ,
5564,8.108E-01 9.456E-01 2.109E+00 -3.116E-01 -4.538E+00 -2.293E-02 ,
5565,-1.611E-02 2.292E-01 -1.622E+01 6.259E-01 -7.745E+00 2.298E-01 ,
5566,-1.710E-01 2.314E-01 -1.115E+01 -5.534E-01 -8.625E+00 -8.777E-02 ,
5567,-8.661E-02 -1.018E-01 -8.389E+00 -7.167E-01 -8.656E+00 -1.379E-01 ,
5568,-3.526E+00 -2.839E-01 -5.584E+01 -2.572E-01 -2.257E+00 9.787E-01 ,
5569,-1.030E+01 -9.808E+00 -2.746E+01 -3.091E-01 -5.848E+00 2.636E+00 ,
5570,-1.505E-01 4.057E-01 -4.194E+01 -1.858E-02 -1.930E+00 -7.374E-01 ,
5571,-5.834E-02 4.960E-01 -2.351E+01 -4.127E-01 -7.325E+00 -2.495E-01 ,
5572,-1.136E+00 2.347E-01 -5.230E+01 8.486E-03 -1.960E+00 -2.848E-01 ,
5573,-6.686E-01 9.543E+00 3.041E-01 8.828E-01 -2.559E+00 -7.185E-02 ,
5574,-6.816E-02 2.166E+00 2.431E+00 1.483E-01 -3.985E+00 1.349E-01 ,
5575,8.717E-03 2.390E-02 8.631E+00 1.708E-02 -1.050E+01 1.222E-01 ,
5576,-1.265E+01 -1.178E+01 -3.146E+01 -1.948E-01 -6.329E+00 2.222E+00 ,
5577,-3.015E+00 -1.848E-01 -5.564E+01 -9.731E-02 -1.904E+00 4.253E-01 ,
5578,-3.864E-01 -1.947E-01 -2.516E+01 -7.559E-01 -6.513E+00 -2.337E-01 ,
5579,-5.478E-01 -7.659E-02 -3.089E+01 -5.783E-01 -6.070E+00 -1.377E-01 ,
5580,-2.722E+00 -4.052E-01 -5.548E+01 -3.077E-01 -1.743E+00 6.436E-01 ,
5581,-1.098E+00 6.726E+00 3.181E-01 2.818E-01 -2.376E+00 -4.241E-02 ,
5582,-1.131E+00 3.894E-01 3.103E+00 7.005E-02 -1.479E+00 4.073E-01 ,
5583,5.826E-02 2.608E+00 5.413E+00 1.194E-01 -1.086E+01 5.008E-02 ,
5584,-9.531E-02 -8.242E-02 -2.094E+01 -5.747E-01 -7.381E+00 -2.124E-01 ,
5585,-6.908E+00 -3.480E-01 -5.834E+01 -3.237E-01 -2.987E+00 1.470E+00 ,
5586,-6.343E-01 -1.466E-01 -3.452E+01 -6.163E-01 -5.384E+00 -3.394E-02 ,
5587,-7.746E+00 -8.641E-01 -6.137E+01 3.060E-02 -3.106E+00 3.590E+00 ,
5588,-3.659E-02 4.989E-01 -2.840E+01 -4.698E-01 -6.453E+00 -4.200E-01 ,
5589,-1.907E+00 2.962E-01 -5.224E+01 -1.849E-01 -2.103E+00 1.033E-01 ,
5590,-9.674E-01 -2.165E-01 -5.148E+01 2.583E-02 -1.919E+00 -4.011E-01 ,
5591,-4.723E+00 -4.049E-01 -5.901E+01 -1.300E-01 -1.900E+00 1.709E+00 ,
5592,-5.510E-03 -7.399E-01 4.249E+00 6.923E-02 -1.179E+01 -1.812E-02 ,
5593,-7.624E-02 1.561E-01 -4.342E+01 -1.890E-01 -2.612E+00 -3.910E-01 ,
5594,-2.388E-01 -8.089E-02 -3.170E+01 5.379E-02 -3.386E+00 -2.609E-01 ,
5595,-2.793E-01 -9.520E-02 -4.700E+01 -1.644E-01 -1.605E+00 -7.930E-01 ,
5596,2.773E-02 4.010E-02 -1.931E+01 -1.821E-01 -8.176E+00 -2.366E-01 ,
5597,-6.257E-02 1.048E-01 -4.075E+01 1.375E-01 -1.860E+00 -6.719E-01 ,
5598,-1.913E-01 -1.632E-01 -3.578E+01 -4.211E-03 -3.663E+00 -2.705E-01 ,
5599,-9.252E-01 2.620E-01 -5.021E+01 -1.934E-02 -2.165E+00 -4.971E-01 ,
5600,9.219E-02 -1.574E-01 3.479E+01 -3.546E-02 -2.292E+00 -3.846E-01 ,
5601,-1.565E-01 1.644E-01 -2.071E+01 -3.147E-01 -7.774E+00 -2.531E-01 ,
5602,-1.662E-01 1.276E-01 -4.207E+01 -4.135E-02 -2.030E+00 -7.721E-01 ,
5603,-3.188E-01 -1.555E-01 -3.852E+01 -1.791E-01 -3.778E+00 -3.138E-01 ,
5604,1.509E-01 1.402E-01 -2.236E+01 -2.835E-01 -7.483E+00 -2.178E-01 ,
5605,-5.925E-03 1.377E-01 -2.420E+01 -1.495E-01 -7.206E+00 -2.528E-01 ,
5606,-8.106E-02 9.713E-02 -1.719E+01 -5.069E-01 -7.976E+00 -1.504E-01 ,
5607,8.628E+00 8.262E+00 2.126E+01 -7.296E-02 -5.660E+00 -5.641E-01 ,
5608,-1.000E+00 -2.628E-01 -4.903E+01 -1.996E-03 -1.851E+00 -6.464E-01 ,
5609,-1.375E-01 -2.572E-01 -1.178E+01 -8.650E-01 -7.012E+00 2.198E-02 ,
5610,8.795E+00 1.590E+00 6.157E+01 -6.079E-02 -3.432E+00 -3.537E+00 ,
5611,2.690E-01 -6.730E-02 3.502E+01 5.465E-02 -2.131E+00 -2.982E-01 ,
5612,-1.757E+00 -1.979E-01 -5.150E+01 -1.166E-01 -1.773E+00 -1.535E-01 ,
5613,-1.275E+01 -1.195E+01 -3.041E+01 -6.753E-02 -6.531E+00 3.108E-01 ,
5614,2.229E-02 -4.076E-01 2.758E+01 4.698E-01 -6.837E+00 -2.949E-01 ,
5615,2.089E-03 1.618E-01 -1.304E+01 -1.595E-01 -8.882E+00 -1.533E-01 ,
5616,2.299E-02 -2.237E-01 -9.904E+00 -2.568E-01 -9.194E+00 -1.407E-01 ,
5617,-5.615E-02 -6.180E-02 -2.707E+01 1.231E-01 -6.030E+00 2.242E-01 ,
5618,3.303E+00 3.314E+00 8.224E+00 -3.235E-01 -4.845E+00 -4.905E-01 ,
5619,4.573E-02 2.132E-02 -1.131E+01 -2.702E-01 -8.984E+00 -4.432E-02 ,
5620,-7.322E-01 2.669E-01 -4.626E+01 -1.869E-01 -2.166E+00 -3.664E-01 ,
5621,-5.681E-01 -3.085E-02 -4.407E+01 -1.679E-01 -1.745E+00 -1.490E-01 ,
5622,-1.335E+01 -2.478E+00 -6.499E+01 -2.107E-01 -4.553E+00 4.233E+00 ,
5623,-8.801E-01 -4.452E-01 -4.675E+01 1.094E-01 -1.784E+00 1.672E-02 ,
5624,2.586E-01 2.542E-01 -3.940E+00 -2.791E-01 -9.579E+00 -9.827E-02 ,
5625,-6.327E-02 3.138E-01 -1.871E+01 -3.971E-01 -7.973E+00 -2.573E-01 ,
5626,-6.325E-01 -3.137E-01 -4.486E+01 -1.130E-01 -1.850E+00 -2.462E-01 ,
5627,-8.894E-01 1.941E-01 -4.652E+01 -3.556E-01 -1.821E+00 -2.483E-01 ,
5628,2.614E-01 4.696E-02 -6.611E+00 -3.155E-01 -9.424E+00 -1.203E-02 ,
5629,-1.382E-01 -5.778E-01 -6.411E-01 -1.058E-01 -9.878E+00 -3.594E-02 ,
5630,-1.304E-01 -2.292E-01 -7.350E+00 -2.629E-01 -9.405E+00 -1.630E-01 ,
5631,-8.637E-01 2.821E-01 -4.738E+01 -8.792E-02 -1.628E+00 -2.453E-01 ,
5632,-3.112E-02 -2.481E-01 -5.103E+00 -3.717E-01 -9.481E+00 -1.132E-01 ,
5633,-1.616E+00 3.751E-02 -4.984E+01 3.810E-02 -1.732E+00 -1.048E-01 ,
5634,-1.282E+00 5.741E-02 -5.086E+01 -1.070E-01 -1.485E+00 -1.612E-01 ,
5635,3.292E-01 -2.562E-01 4.543E+01 2.942E-02 -1.773E+00 9.048E-01 ,
5636,-1.089E+00 -1.569E-01 -4.699E+01 -8.181E-02 -1.875E+00 -9.267E-02 ,
5637,2.049E-01 2.946E-01 -1.277E+01 6.290E-01 -8.324E+00 1.485E-01 ,
5638,5.991E-01 2.240E-01 4.612E+01 6.201E-02 -1.641E+00 -8.566E-01 ,
5639,-8.681E-02 3.511E-01 -1.608E+01 -2.425E-01 -8.815E+00 -2.588E-01 ,
5640,1.534E-01 -2.364E-01 -8.569E+00 -1.282E-01 -9.586E+00 8.263E-02 ,
5641,-2.116E-02 5.029E-02 -3.689E+01 6.616E-02 -1.926E+00 -1.983E-01 ,
5642,-5.467E-02 -6.654E-01 -1.512E+00 -1.465E-01 -9.912E+00 2.529E-03 ,
5643,2.181E-01 1.289E-01 -3.153E+01 6.441E-02 -1.608E+00 -8.509E-02 ,
5644,3.065E-02 -1.174E+00 -1.210E+01 1.690E-01 -6.931E+00 -7.864E-02 ,
5645,-8.143E-03 -5.125E-01 -5.640E+00 -1.385E-01 -9.679E+00 -1.289E-02 ,
5646,1.696E-02 -3.263E-01 1.124E+01 -2.150E-01 -9.494E+00 9.053E-02 ,
5647,-3.942E-02 -4.263E-01 1.264E+01 1.105E-01 -9.236E+00 -1.137E-01 ,
5648,1.335E-01 -2.555E-02 -3.319E+01 7.467E-02 -1.900E+00 7.566E-02 ,
5649,-1.147E-01 3.659E-01 4.684E+00 -3.471E-03 -2.312E+00 4.714E-01 ,
5650,-2.195E-01 -1.373E-01 -1.143E+01 -1.877E-01 -9.238E+00 4.605E-02 ,
5651,6.041E+00 4.536E+01 2.637E+00 2.989E-01 -9.704E+00 3.932E-01 ,
5652,-1.104E-01 -8.065E-03 -3.611E+01 1.137E-01 -1.616E+00 -5.503E-03 ,
5653,2.705E-01 -3.356E-01 -2.865E+00 -1.505E-01 -9.987E+00 -2.895E-02 ,
5654,-2.232E-01 -1.647E-01 -3.879E+01 1.252E-01 -2.179E+00 -7.326E-01 ,
5655,-2.914E-02 -3.976E-01 -1.683E+01 -1.363E-01 -7.853E+00 -8.379E-02 ,
5656,9.355E-02 -1.206E-01 -3.624E+01 3.921E-03 -1.965E+00 -3.044E-01 ,
5657,2.537E-01 -5.602E-03 2.784E+01 -6.240E-02 -2.851E+00 -6.619E-01 ,
5658,-1.325E-02 -1.103E-01 -3.782E+01 -9.481E-02 -1.853E+00 -4.210E-01 ,
5659,3.994E-01 -3.604E-02 4.602E+01 1.372E-02 -2.015E+00 -8.264E-01 ,
5660,1.089E+00 3.996E-02 5.483E+01 -4.020E-03 -1.666E+00 -3.583E-02 ,
5661,-3.204E-02 -1.970E-01 -3.519E+01 -2.043E-02 -1.978E+00 -2.728E-01 ,
5662,1.918E-01 -7.509E-02 -2.754E+01 -3.782E-02 -1.075E+00 2.579E-02 ,
5663,-3.789E-01 7.333E-02 -4.103E+01 5.962E-03 -2.030E+00 -5.933E-01 ,
5664,2.003E-01 1.651E-01 -2.343E+01 -1.736E-01 -7.302E+00 -7.298E-02 ,
